tabungan	tabung an
imunisasi	imunisasi
pencerahan	pen cerah an
ceroboh	ceroboh
sekecil	se kecil
ditegaskan	di tegas kan
terdukung	ter dukung
mensyukuri	men syukuri
kamu	kamu
sesuatunya	sesuatu nya
mengaduk	men aduk
menyediakan	men sedia kan
mula	mula
penahanan	pen tahan an
melindungi	men lindung i
dipertanyakan	di per tanya kan
pengelompokan	pen kelompok an
dongeng	dongeng
pemimpinnya	pen pimpin nya
termotivasi	ter motivasi
menyasar	men sasar
pencakar	pen cakar
mengelak	men elak
dimenangkan	di menang kan
menakar	men takar
wawasannya	wawasan nya
penyeragaman	pen seragam an
buruh	buruh
meter	meter
nonpeserta	non peserta
diperluas	di per luas
menghujat	men hujat
esok	esok
melamar	men lamar
wakil	wakil
dialokasi	di alokasi
memperlengkapi	men lengkap i
tersandung	ter sandung
konsolidasi	konsolidasi
dikontraknya	di kontrak nya
harmonis	harmonis
diadukan	di adu kan
mempromosikan	men promosi kan
memproyeksikan	men proyeksi kan
senapan	senapan
terciptanya	ter cipta nya
bebasnya	bebas nya
menghilangkan	men hilang kan
pembalasan	pen balas an
konsumen	konsumen
teraniaya	ter aniaya
istana	istana
makannya	makan nya
goyang	goyang
menduplikasi	men duplikasi
beradu	ber adu
punah	punah
didiagnosa	di diagnosa
desentralisasi	desentralisasi
memuji	men puji
pentingnya	penting nya
memantaunya	men pantau nya
disalib	di salib
badan	badan
memulihkannya	men pulih kan nya
jawabnya	jawab nya
dikupas	di kupas
rekor	rekor
asumsinya	asumsi nya
dibantu	di bantu
trendi	trend i
darurat	darurat
kontak	kontak
ketidaktersediaan	ke tidak tersedia an
bertolak	ber tolak
pengabdiannya	pen abdi an nya
mengefisienkan	men efisien kan
peninjau	pen tinjau
meyakini	men yakin i
menangnya	menang nya
dihormatinya	di hormat i nya
ketidakcocokan	ke tidak cocok an
komunitas	komunitas
tindih	tindih
rawa	rawa
ham	ham
eternit	eternit
deras	deras
terorganisasi	ter organisasi
terjaga	ter jaga
oposisi	oposisi
diadili	di adil i
bobot	bobot
peminjam	pen pinjam
ditahan	di tahan
repotnya	repot nya
aparat	aparat
pajaknya	pajak nya
mendata	men data
menoleransinya	men toleransi nya
pengawas	pen awas
dataran	datar an
cukupi	cukup i
pimpinan	pimpin an
perwakilannya	per wakil an nya
survey	survey
pangkalan	pangkal an
menggantikan	men ganti kan
nonpenerima	non pen terima
penerangan	pen terang an
seintensif	se intensif
stadion	stadion
mengimunisasi	men imunisasi
jarang	jarang
apresiasi	apresiasi
mekanik	mekanik
dibina	di bina
lubangnya	lubang nya
mengarahkan	men arah kan
ongkos	ongkos
perhubungan	per hubung an
sesaat	se saat
dibalik	di balik
sesama	se sama
instansinya	instansi nya
potongan	potong an
goncangan	goncang an
perkoperasian	per koperasi an
utama	utama
memilih	men pilih
menyanggupi	men sanggup i
diintegrasikan	di integrasi kan
pembahasannya	pen bahas an nya
perbendaharaan	per bendahara an
alamiah	alamiah
memasukan	men pasukan
pengesahan	pen sah an
percetakan	per cetak an
penggelembungan	pen gelembung an
bermukim	ber mukim
pembayaran	pen bayar an
berperkara	ber perkara
stok	stok
henti	henti
mendongkrak	men dongkrak
batuan	batu an
terfokus	ter fokus
berkomentar	ber komentar
mobilisasi	mobilisasi
terbentang	ter bentang
penjual	pen jual
raga	raga
didanai	di dana i
diikutsertakannya	di ikutserta kan nya
menteri	menteri
mengabarkan	men kabar kan
selidiki	selidik i
angkutan	angkut an
pemberontakan	pen berontak an
disisipkan	di sisip kan
hungaria	hungaria
berputar	ber putar
federasi	federasi
kebal	kebal
terlukiskan	ter lukis kan
lobang	lobang
meluruskan	men lurus kan
disegarkan	di segar kan
karakter	karakteri
penolakan	pen tolak an
bersimpati	ber simpati
pembekuan	pen beku an
mesir	mesir
bajakannya	bajak an nya
resminya	resmi nya
gadai	gadai
pemeta	pen peta
nakal	nakal
proporsi	proporsi
ibaratnya	ibarat nya
zaman	zaman
pelajar	pelajar
keping	keping
punggungnya	punggung nya
pemantau	pen pantau
mengutuknya	men kutuk nya
anemia	anemia
menghafalkan	men hafal kan
diagnosanya	nyagnosa nya
progresif	progresif
korupsi	korupsi
komentarnya	komentar nya
ramainya	ramai nya
gagang	gagang
sibuk	sibuk
mengakhiri	men akhir i
manis	manis
pengarahan	pen arah an
meringankan	men ringan kan
produsen	produsen
dampingan	damping an
alergi	alergi
memberontak	men berontak
katak	katak
berpendidikan	ber pen didik an
belakangan	belakang an
disiplin	disiplin
menyalahi	men salah i
kontraktor	kontraktor
menggenangi	men genang i
perbedaan	per beda an
lutut	lutut
tertahankan	ter tahan kan
melelehkan	men leleh kan
ayam	ayam
lambat	lambat
dipukuli	di pukul i
merelokasikan	men relokasi kan
diberikan	di beri kan
penghambat	pen hambat
menyerupai	men serupa i
penugasan	pen tugas an
pengalengan	pen kaleng an
sungkan	sungkan
pelayananku	pen layan an ku
kiri	kiri
melaporkannya	men lapor kan nya
berterus	ber terus
praktik	praktik
mendambakan	men damba kan
mencantumkan	men cantum kan
bagikan	bagi kan
sesampainya	se sampai nya
terkonsentrasi	ter konsentrasi
membebani	men beban i
besoknya	besok nya
ikhlas	ikhlas
berkurang	ber kurang
hamparan	hampar an
aktris	aktris
prakarsa	prakarsa
berduka	ber duka
agungnya	agung nya
mentimun	mentimun
membombardir	men bombardir
bernyanyi	ber nyanyi
pertanaman	per tanam an
lunturnya	luntur nya
derita	derita
paragraf	paragraf
bunyinya	bunyi nya
penetapan	pen tetap an
kelompoknya	kelompok nya
kesediaannya	ke senya an nya
terdengar	ter dengar
mendekatkan	men dekat kan
melebihi	men lebih i
memedihkan	men pedih kan
usahakan	usaha kan
meraih	men raih
tafsirannya	tafsir an nya
syafaat	syafaat
gencar	gencar
makam	makam
rukun	rukun
diibaratkan	di ibarat kan
disambut	di sambut
pengubah	pen ubah
meninggal	men tinggal
lemparan	lempar an
sebulir	se bulir
tepat	tepat
mengencerkan	men encer kan
menyalurkannya	men salur kan nya
akurasi	akurasi
komando	komando
saksama	saksama
akal	akal
ui	ui
demam	demam
pemberantasan	pen berantas an
melupakan	men lupa kan
rumput	rumput
kuingat	ku ingat
menantangnya	men tantang nya
ketidakpatuhan	ke tidak patuh an
digadaikan	di gadai kan
kerinduan	ke rindu an
coraknya	corak nya
islami	islam i
distribusinya	distribusi nya
susah	susah
bermata	ber mata
diusahakan	di usaha kan
menuntunnya	men tuntun nya
narkoba	narkoba
semangatnya	semangat nya
merefleksikan	men refleksi kan
menghantui	men hantu i
badak	badak
diestimasi	di estimasi
calon	calon
menuntun	men tuntun
terhisap	ter hisap
disangga	di sangga
penyampaian	pen sampai an
dilansir	di lansir
dibangun	di bangun
alfabet	alfabet
melihatnya	men lihat nya
mengorganisasikan	men organisasi kan
melintas	men lintas
dipersiapkan	di per siap kan
mengucilkan	men kucil kan
dibesarkan	di besar kan
dekan	dek an
ventilasi	ventilasi
pengulangan	pen ulang an
menerapkan	men terap kan
lembab	lembab
membengkak	men bengkak
pendatang	pen datang
kejadianku	ke jadi an ku
mempraktekkan	men praktek kan
granat	granat
kumuh	kumuh
berdampak	ber dampak
hina	hina
perintah	perintah
gengsi	gengsi
gerakan	gerak an
didampinginya	di damping i nya
menyusut	men susut
kemasan	kemas an
antarkeluarga	antar keluarga
direktur	direktur
dibuka	di buka
berkekuatan	ber ke kuat an
dikeluarkannya	di keluar kan nya
penggunanya	pen guna nya
menelepon	men telepon
diutamakan	di utama kan
biarkan	biar kan
rencana	rencana
angka	angka
realokasi	realokasi
ditambahkan	di tambah kan
koleksinya	koleksi nya
denpasar	denpasar
penambangan	pen tambang an
sektor	sektor
pergerakan	per gerak an
tersalurkan	ter salur kan
diperkuat	di per kuat
daun	daun
kacau	kacau
juli	juli
pengepungan	pen kepung an
tersisih	ter sisih
teleskop	teleskop
mantap	mantap
cengkehnya	cengkeh nya
didasari	di dasar i
diwarnai	di warna i
penurunannya	pen turun an nya
berkesudahan	ber ke sudah an
didengar	di dengar
bergilir	ber gilir
berkualitas	ber kualitas
komplek	komplek
berjiwa	ber jiwa
pengusiran	pen usir an
meneladani	men teladan i
aib	aib
gerai	gerai
silam	silam
pendengarnya	pen dengar nya
disajikan	di saji kan
mulut	mulut
menggulirkan	men gulir kan
terlindungi	ter lindung i
beragi	ber ragi
pertandingannya	per tanding an nya
hatinya	hati nya
diplomatik	diplomatik
dikeraskan	di keras kan
pengeras	pen keras
terbawah	ter bawah
esa	esa
hampa	hampa
swalayan	swalayan
bertanam	ber tanam
diambil	di ambil
hasilnya	hasil nya
layani	layan i
puncaknya	puncak nya
saran	saran
pegolf	pen golf
inisiatifnya	inisiatif nya
melembaga	men lembaga
intelektual	intelektual
mendaftarkannya	men daftar kan nya
diperingatkan	di per ingat kan
berbulu	ber bulu
menyiangi	men siang i
bertahan	ber tahan
pembiusan	pen bius an
diselesaikan	di selesai kan
melawan	men lawan
tenggelam	tenggelam
jarak	jarak
modul	modul
dililiti	di lilit i
bertentangan	ber tentang an
madunya	madu nya
tingkatan	tingkat an
menepati	men tepat i
dibuatnya	di buat nya
tombol	tombol
saham	saham
mendiami	men diam i
nuraninya	nurani nya
tertimpa	ter timpa
berkisar	ber kisar
tokonya	toko nya
pesawatnya	pesawat nya
ujarnya	ujar nya
sampel	sampel
dikeluarkan	di keluar kan
kuliah	kuliah
lagu	lagu
mendiskriminasi	men diskriminasi
debiturnya	debitur nya
yatim	yatim
membelanjakannya	men belanja kan nya
jamak	jamak
ampun	ampun
diperebutkan	di per rebut kan
gelora	gelora
terindah	ter indah
jiwa	jiwa
terang	terang
punya	punya
esensi	esens i
reputasi	reputasi
allahnya	allah nya
berdaulat	ber daulat
diperkenan	di per kenan
juri	juri
pasar	pasar
ras	ras
pungut	pungut
meminjamnya	men pinjam nya
diharuskan	di harus kan
disesuaikan	di sesuai kan
kalifornia	kalifornia
mengantarnya	men antar nya
penyelundupan	pen selundup an
prestasi	prestasi
bertatap	ber tatap
kebutuhan	ke butuh an
pemukiman	pen mukim an
terposisikan	ter posisi kan
pasta	pasta
dikenakannya	di kena kan nya
semenarik	se menarik
robot	robot
menimpanya	men timpa nya
menguduskan	men kudus kan
mengamati	men amati
diusulkan	di usul kan
sepenuh	se penuh
baku	baku
mengkonsultasikan	men konsultasi kan
listriknya	listrik nya
aborsi	aborsi
gugup	gugup
hibah	hibah
mendesentralisasikan	men desentralisasi kan
ditunjukkan	di tunjuk kan
alumni	alumni
united	united
menghindari	men hindar i
pengoleksi	pen koleksi
menyerahkannya	men serah kan nya
realistis	realistis
hurufnya	huruf nya
penjaminan	pen jamin an
piala	piala
kayuh	kayuh
berandil	ber andil
cerai	cerai
mobil	mobil
jala	jala
pulang	pulang
akte	akte
menggelikan	men geli kan
tulangku	tulang ku
mengoper	men koper
pemberkasan	pen berkas an
investigasi	investigasi
memadainya	memadai nya
lokali	lokal i
tayangan	tayang an
diikutsertakan	di ikutserta kan
mertua	mertua
diambang	di ambang
keandalan	ke andal an
dititipkan	di titip kan
kukira	ku kira
benturan	bentur an
judi	judi
pribadi	pribadi
bertindak	ber tindak
hangus	hangus
konvoi	konvoi
muara	muara
berakhirnya	ber akhir nya
meraup	men raup
berawal	ber awal
semula	se mula
bekas	bekas
goyangkan	goyang kan
sayangnya	sayang nya
berartinya	ber arti nya
tren	tren
perhitungan	per hitung an
menceraikan	men cerai kan
atlet	atlet
mempunyai	men punya i
kurs	kurs
aduan	adu an
diukur	di ukur
pelajarannya	pelajar an nya
menyatakannya	men nyata kan nya
meledakkan	men ledak kan
mencapai	men capai
surabaya	surabaya
pengadaan	pen ada an
ditetapkannya	di tetap kan nya
parahnya	parah nya
terjun	terjun
layanannya	layan an nya
jeda	jeda
pemicu	pen picu
berkerabat	ber kerabat
liberal	liberal
penggemukan	pen gemuk an
sedih	sedih
pangeran	pangeran
semata	se mata
es	es
dek	dek
tembaga	tembaga
pikul	pikul
irigasinya	irigasi nya
penggantinya	pen ganti nya
ujar	ujar
penyayang	pen sayang
merdeka	merdeka
pemandangan	pen pandang an
persekutuannya	per sekutu an nya
eksportir	eksportir
bersamaku	ber sama aku
mengizinkannya	men izin kan nya
menandatangani	men tandatangan i
terekspresikan	ter ekspresi kan
menerangi	men terang i
pembentukan	pen bentuk an
petinju	pen tinju
ketidakadilan	ke tidak adil an
rekonsiliasi	rekonsiliasi
pendata	pen data
mencetak	men cetak
langkahku	langkah ku
tungku	tungku
diminati	di minat i
besok	besok
pendam	pendam
kawan	kawan
marinir	marinir
pengarah	pen arah
regional	regional
tambah	tambah
kesan	kesan
beraneka	ber aneka
menganan	men kanan
pernikahannya	per nikah an nya
perantara	perantara
misinya	misi nya
dititipkannya	di titip kan nya
seikhlasnya	se ikhlas nya
intensi	intens i
meletakkannya	men letak kan nya
tongkat	tongkat
tanyakan	tanya kan
bernaung	ber naung
harganya	harga nya
besaran	besar an
secanggih	se canggih
propinsi	propinsi
penyanyi	pen nyanyi
tuanku	tuan ku
mandi	mandi
bata	bata
lunas	lunas
dicicil	di cicil
unggun	unggun
bersekolah	ber sekolah
tergolong	ter golong
penciuman	pen cium an
membuangnya	men buang nya
dicarikan	di cari kan
tempo	tempo
penuntasan	pen tuntas an
pengasuhan	pen asuh an
untungnya	untung nya
pariwisata	pariwisata
teguh	teguh
berprestasi	ber prestasi
arang	arang
terbangun	ter bangun
selusin	se lusin
ditaklukkan	di takluk kan
berdusta	ber dusta
instalasi	instalasi
memeriksa	men periksa
jungkir	jungkir
memerintahkannya	men perintah kan nya
membajak	men bajak
ganda	ganda
terkhusus	ter khusus
beribadah	ber ibadah
perekat	pen rekat
dosennya	dosen nya
bos	bos
alunan	alun an
peroksida	peroksida
asetnya	aset nya
tekanan	tekan an
membangun	men bangun
kunjungan	kunjung an
dahaga	dahaga
bertempat	ber tempat
kuman	kuman
memilihkan	men pilih kan
studinya	studi nya
disalurkan	di salur kan
mainnya	main nya
pengunjung	pen kunjung
kronis	kronis
menumbuhkan	men tumbuh kan
dangkal	dangkal
memetik	men petik
administrasi	administrasi
mengisyaratkan	men isyarat kan
menopangnya	men topang nya
memilah	men pilah
menaruhnya	men taruh nya
malapetaka	malapetaka
bungkusnya	bungkus nya
menebang	men tebang
ekor	ekor
handuk	handuk
khusus	khusus
pendorong	pen dorong
tanya	tanya
olimpiade	olimpiade
diraihnya	di raih nya
mimpinya	mimpi nya
konsorsium	konsorsium
taiwan	tai wan
nonmiskin	nonmiskin
peniru	pen tiru
terbaca	ter baca
membatalkan	men batal kan
pencinta	pen cinta
beroperasinya	ber operasi nya
variabel	variabel
ketidaksesuaian	ke tidak sesuai an
tiang	tiang
tubuhnya	tubuh nya
pelecehan	pen leceh an
upaya	upaya
mematahkan	men patah kan
keperluan	ke perlu an
dedikasi	dedikasi
diutarakan	di utara kan
abstrak	abstrak
kusampaikan	ku sampai kan
menganggur	men anggur
margasatwa	margasatwa
tersingkat	ter singkat
bertemakan	ber tema kan
tegar	tegar
disingkapkan	di singkap kan
tulisan	tulis an
tafsiran	tafsir an
skalanya	skala nya
mencium	men cium
otomotif	otomotif
menimbulkan	men timbul kan
kemunculannya	ke muncul an nya
saksi	saksi
membangkitkan	men bangkit kan
berkonsentrasi	ber konsentrasi
berpikiran	ber pikir an
simbol	simbol
mengobarkan	men kobar kan
berbahagia	ber bahagia
pemberangkatannya	pen berangkat an nya
gajinya	gaji nya
pencalonan	pen calon an
diajukan	di aju kan
terwakili	ter wakil i
lubang	lubang
berbakat	ber bakat
sejuk	sejuk
mendukakan	men duka kan
ngomongnya	ngomong nya
binaan	bina an
watak	watak
mengajarkan	men ajar kan
tersirat	ter sirat
terkendali	ter kendali
tugasnya	tugas nya
kabar	kabar
menyebalkan	men sebal kan
juni	juni
mempermudah	men mudah
menghadapinya	men hadap i nya
pemikiran	pen pikir an
farmasi	farmasi
beton	beton
menggetarkan	men getar kan
bahas	bahas
melewatkan	men lewat kan
mengabaikannya	men abai kan nya
menggelisahkan	men gelisah kan
pembelian	pen beli an
rohaninya	rohani nya
jijik	jijik
prospek	prospek
dilampirkan	di lampir kan
manufaktur	manufaktur
penerbangannya	pen terbang an nya
bersemangat	ber semangat
pemberiannya	pen beri an nya
tercoreng	ter coreng
mengartikan	men arti kan
pendalaman	pen dalam an
kenang	kenang
berlebihan	ber lebih an
reputasinya	reputasi nya
stiker	stiker
daerahnya	daerah nya
berdirinya	ber diri nya
bayangannya	bayang an nya
kepercayaannya	ke percaya an nya
dilaluinya	di lalu i nya
busuknya	busuk nya
penundaan	pen tunda an
perekrutan	pen rekrut an
dipunyai	di punya i
perpustakaan	perpustakaan
dilelang	di lelang
berkonotasi	ber konotasi
daerah	daerah
mengamatinya	men amati nya
pengolahan	pen olah an
menyapu	men sapu
menggelegar	men gelegar
pergolakan	per golak an
selektifnya	selektif nya
pilihan	pilih an
penyelidikan	pen selidik an
bergereja	ber gereja
lidahnya	lidah nya
bersertifikat	ber sertifikat
melaporkan	men lapor kan
pengimplementasian	pen implementasi an
telinga	telinga
menyiasati	men siasat i
sanksinya	sanksi nya
petanya	peta nya
umpan	umpan
menanganinya	men tangan i nya
lega	lega
gemuruh	gemuruh
tiketnya	tiket nya
kaisar	kaisar
pembantu	pen bantu
terisolasi	ter isolasi
mewakili	men wakil i
disebutkan	di sebut kan
menempuhnya	men tempuh nya
usia	usia
sidang	sidang
olahannya	olah an nya
diteladani	di teladan i
rokok	rokok
keluarkan	keluar kan
serakah	serakah
dipelajarinya	di pelajar i nya
bersalju	ber salju
goreng	goreng
terluas	ter luas
terjamin	ter jamin
arogan	arogan
dimaksudkan	di maksud kan
melemparkannya	men lempar kan nya
mengintimidasi	men intimidasi
memperingati	men ingat i
penambah	pen tambah
permulaan	per mula an
terendam	ter rendam
mencerahkan	men cerah kan
nama	nama
merambat	men rambat
kunci	kunci
menyamar	men samar
membidangi	men bidang i
ditanyai	di tanya i
kepingan	keping an
pengungsian	pen ungsi an
persediaan	per sedia an
jamu	jamu
kandangmu	kandang mu
prospeknya	prospek nya
digelar	di gelar
irak	irak
berhutang	ber hutang
merangkak	men rangkak
aktifitas	aktifitas
kurasa	ku rasa
mendirikannya	men diri kan nya
didengarkan	di dengar kan
menghina	men hina
tertatanya	ter tata nya
situasi	situasi
syaraf	syaraf
memajang	men pajang
memperkaya	men kaya
geografis	geografis
mengingatmu	men ingat mu
biola	biola
pengantar	pen antar
pinjaman	pinjam an
karier	karier
penggusuran	pen gusur an
rendahan	rendah an
mengevaluasi	men evaluasi
ditekuni	di tekun i
penghormatan	pen hormat an
terbitnya	terbit nya
memandangnya	men pandang nya
tebusan	tebus an
relevansi	relevansi
resmi	resmi
didirikan	di diri kan
jasa	jasa
sekeping	se keping
menancapkan	men tancap kan
wisma	wisma
kelihatannya	ke lihat an nya
topik	topik
lanjutannya	lanjut an nya
terowongan	terowongan
institusi	institusi
terjalin	ter jalin
menahannya	men tahan nya
auditor	auditor
memasarkannya	men pasar kan nya
tepung	tepung
sengketa	sengketa
konvensional	konvensional
kota	kota
klinik	klinik
hatimu	hati mu
perkumpulan	per kumpul an
penganut	pen anut
penghilangan	pen hilang an
didatangi	di datang i
bentrokan	bentrok an
pembimbingan	pen bimbing an
rancu	rancu
moskow	moskow
mengintervensi	men intervensi
fasih	fasih
injil	injil
tetangga	tetangga
didekatnya	di dekat nya
menjauhi	men jauh i
peti	peti
merombak	men rombak
terbakar	ter bakar
komponen	komponen
menggantung	men gantung
tergantikan	ter ganti kan
ungkap	ungkap
ucapan	ucap an
ciptakan	cipta kan
ucapkan	ucap kan
kredit	kredit
kehendaki	kehendak i
memperberat	men berat
kebutuhanmu	ke butuh an mu
tertuju	ter tuju
dibenahi	di benah i
perikanan	per ikan an
pengenalan	pen kenal an
transportasi	transportasi
omongnya	omong nya
bermalam	ber malam
ambil	ambil
mendaftar	men daftar
mencermatinya	men cermat i nya
ditolak	di tolak
sekolah	sekolah
jemput	jemput
pelatihan	pen latih an
pekan	pekan
bergunanya	ber guna nya
menghantam	men hantam
pencatat	pen catat
penyempurnaan	pen sempurna an
pemberontak	pen berontak
menghanguskan	men hangus kan
penyejuk	pen sejuk
ranting	ranting
penyelamat	pen selamat
kuno	kuno
penyesalan	pen sesal an
pukulan	pukul an
akrab	akrab
mewarnai	men warna i
berfungsi	ber fungsi
letusan	letus an
kubuang	ku buang
pemberitahuannya	pen beritahu an nya
penanggungjawab	pen tanggungjawab
jatahnya	jatah nya
dirumahkan	di rumah kan
bungkusan	bungkus an
komoditas	komoditas
dijahit	di jahit
sisinya	sisi nya
berpengaruh	ber pengaruh
rohnya	roh nya
rodanya	roda nya
sumberdaya	sumberdaya
radikal	radikal
konsisten	konsisten
terbesar	ter besar
diraup	di raup
stempel	stempel
pengepakan	pen kepak an
membesar	men besar
dimintakan	di minta kan
penyalur	pen salur
patriotik	patriotik
diloloskan	di lolos kan
digandakan	di ganda kan
mementingkan	men penting kan
ketidakselarasan	ke tidak selaras an
penghujat	pen hujat
piutang	piutang
liga	liga
diserahkan	di serah kan
persegi	persegi
terutang	ter utang
demokrasi	demokrasi
pelunasan	pen lunas an
merenovasi	men renovasi
mengaruniakan	men karunia kan
pelibatan	pen libat an
melintasi	men lintas i
paham	paham
promosi	promosi
pelacakan	pen lacak an
relatif	relatif
aduk	aduk
pbb	pbb
gemilang	gemilang
telaah	telaah
divalidasi	di validasi
direncanakan	di rencana kan
transformasi	transformasi
diagunkan	di agun kan
matang	matang
meneruskan	men terus kan
allahmu	allah mu
terbayang	ter bayang
penuntutan	pen tuntut an
berpenghasilan	ber pen hasil an
pengusahaan	pen usaha an
dominasi	dominasi
dimediasi	di mediasi
ibukota	ibukota
formatnya	format nya
berbuat	ber buat
memungkinkannya	memungkinkan nya
dilindungi	di lindung i
mengajukan	men aju kan
sebisa	se bisa
mengimplementasikan	men implementasi kan
merubah	men rubah
menggiatkan	men giat kan
mereformasi	men reformasi
percayai	percaya i
tersingkir	ter singkir
dirawat	di rawat
majikan	majikan
penelaahan	pen telaah an
terelakkan	ter elak kan
sintetis	sintetis
ketidakmampuan	ke tidak mampu an
pengelolaan	pen kelola an
bermanfaat	ber manfaat
pemisahan	pen pisah an
kompetitif	kompetitif
terprogram	ter program
seimannya	se iman nya
tajam	tajam
terperdaya	ter perdaya
deklarasi	deklarasi
rapuhnya	rapuh nya
umat	umat
evolusi	evolusi
menguatkannya	men kuat kan nya
urutan	urut an
kira	kira
menghadapi	men hadap i
didapatkannya	di dapat kan nya
memperhadapkan	men hadap kan
mengkomunikasikannya	men komunikasi kan nya
merumuskannya	men rumus kan nya
membiayainya	men biaya i nya
sumur	sumur
keturunan	ke turun an
bertumpu	ber tumpu
menyemburkan	men sembur kan
dilalui	di lalu i
bertransaksi	ber transaksi
berwewenang	ber wewenang
dibariskan	di baris kan
menugasi	men tugas i
minggu	minggu
anjloknya	anjlok nya
dibekali	di bekal i
menangkis	men tangkis
drama	drama
terjaganya	ter jaga nya
tanggap	tanggap
tertangkap	ter tangkap
bermacam	ber macam
jutaan	juta an
seru	seru
campur	campur
terkini	terkini
bukti	bukti
didapat	di dapat
hariannya	hari an nya
membusukkan	men busuk kan
menghiasi	men hias i
ibunya	ibu nya
takhta	takhta
terlipat	ter lipat
mengendalikan	men kendali kan
indikatornya	indikator nya
diwarisi	di waris i
bahasan	bahas an
konstruksi	konstruksi
membuatnya	men buat nya
dipenuhi	di penuh i
penanganannya	pen tangan an nya
ambruknya	ambruk nya
parsial	parsial
capnya	cap nya
berliku	ber liku
pria	pria
antagonis	antagonis
arsip	arsip
lurus	lurus
segan	segan
dibangkitkan	di bangkit kan
menempati	men tempat i
belanja	belanja
berkabung	berkabung
tindakannya	tindak an nya
melelahkan	men lelah kan
kering	kering
idenya	ide nya
penggaris	pen garis
paus	paus
berpakaian	ber pakai an
disarankan	di saran kan
menengok	men tengok
menguraikan	men urai kan
pelaksanaan	pen laksana an
datang	datang
sehari	se hari
mempelajari	men pelajar i
menyibak	men sibak
mengeliminasi	men eliminasi
dipeluk	di peluk
kepemimpinannya	kepemimpinan nya
bersangkutan	ber sangkut an
peletakan	pen letak an
aman	aman
mengikutinya	men ikut i nya
pengetahuan	pengetahuan
disiarkan	di siar kan
gadis	gadis
lingkar	lingkar
hakekat	hakekat
sepesawat	se pesawat
tontonan	tonton an
diformulasikan	di formulasi kan
disampaikannya	di sampai kan nya
terpilihnya	ter pilih nya
tradisionalnya	tradisional nya
sumbangannya	sumbang an nya
lantang	lantang
berlimpahnya	ber limpah nya
kolaborasi	kolaborasi
antarstatus	antar status
seefisien	se efisien
lorong	lorong
tersulut	ter sulut
tenis	tenis
lahan	lahan
pencari	pen cari
diperankan	di peran kan
pengungsi	pen ungsi
turnamen	turnamen
merebak	men rebak
rela	rela
menyantap	men santap
mencobanya	men coba nya
diinspirasikan	di inspirasi kan
dilibatkannya	di libat kan nya
komposisi	komposisi
batasan	batas an
hancur	hancur
fisik	fisik
disucikan	di suci kan
berkumandang	ber kumandang
juruselamatku	juruselamat ku
pelayanan	pen layan an
otak	otak
daratan	darat an
menerapkannya	men terap kan nya
lebah	lebah
upahan	upah an
tuliskan	tulis kan
leluasa	leluasa
pengacau	pen kacau
gawangnya	gawang nya
lucu	lucu
pendapatannya	pen dapat an nya
dramatis	dramatis
lkm	lkm
dimanipulasi	di manipulasi
roh	roh
membuktikannya	men bukti kan nya
patuh	patuh
putri	putri
unggulannya	unggul an nya
terselami	ter selam i
tercemarnya	ter cemar nya
terangkum	ter rangkum
gigi	gigi
bibinya	bibi nya
mekanisme	mekanisme
terpolusi	ter polusi
galangan	galang an
perhentian	per henti an
isak	isak
pertunjukannya	per tunjuk an nya
perdagangan	per dagang an
berbentuk	ber bentuk
domisili	domisili
perusahaan	per usaha an
pemaparan	pen papar an
dikategori	di kategori
tersendiri	ter sendiri
dibayarkan	di bayar kan
analis	analis
sistem	sistem
ketidakberhasilan	ke tidak berhasil an
menghalau	men halau
pembacaan	pen baca an
dihantam	di hantam
realitasnya	realitas nya
menghindar	men hindar
asalan	asal an
pembeli	pen beli
tingkah	tingkah
pertentangan	per tentang an
diramalkan	di ramal kan
berjangka	ber jangka
proporsinya	proporsi nya
penderitaannya	pen derita an nya
terkecil	ter kecil
menopang	men topang
saringan	saring an
terompetnya	terompet nya
pembimbing	pen bimbing
bercacat	ber cacat
mengantri	men antri
tukar	tukar
kebagian	ke bagi an
anjurkan	anjur kan
dititipi	di titip i
bergegas	ber gegas
dikucilkan	di kucil kan
penuh	penuh
ketidaksepakatan	ke tidak sepakat an
mengenali	men kenal i
pasang	pasang
sebangsanya	se bangsa nya
menuding	men tuding
terpercaya	ter percaya
alokasinya	alokasi nya
misi	misi
bina	bina
kehendaknya	kehendak nya
semangnya	semang nya
galian	gali an
pengayaan	pen kaya an
imigran	imigran
pengukuran	pen ukur an
aktif	aktif
berderit	ber derit
arena	arena
dimasukkannya	di masuk kan nya
mendalami	men dalam i
memedomani	men pedoman i
keeratan	ke erat an
nafas	nafas
kapnya	kap nya
jadwal	jadwal
seiring	seiring
mengumpulkannya	men kumpul kan nya
mengemukakan	men kemuka kan
pemungutan	pen pungut an
diurut	di urut
pungli	pungli
distrik	distrik
memveto	men veto
beranggapan	ber anggap an
direka	di reka
memperebutkan	men rebut kan
ilustrasi	ilustrasi
ekspresi	ekspresi
terbit	terbit
lesunya	lesu nya
kairo	kairo
dikaruniai	di karunia i
ditinggalkan	di tinggal kan
persatuan	per satu an
jaman	jam an
kerah	kerah
bergulat	ber gulat
dunia	dunia
tercermin	ter cermin
topeng	topeng
membelikan	men beli kan
kerangka	kerangka
mengecewakan	men kecewa kan
tertawa	ter tawa
bis	bis
terdesak	ter desak
puding	puding
pedesaan	pedesaan
mengasihiku	men kasih i ku
diduga	di duga
